2501020001,0
2501020002,0
2501020003,0
2501020004,0
2501020005,0
2501020006,0
2501020007,0
2501020008,0
2501020009,0
2501020010,0
2501020011,0
2501020012,0
2501020013,0
2501020014,0
2501020015,0
2501020016,0
2501020017,0
2501020018,0
2501020019,0
2501020020,0
2501020021,0
2501020022,0
2501020023,0
2501020024,0
2501020025,0
2501020026,0
2501020027,0
2501020028,0
2501020029,0
2501020030,0
2501020031,0
2501020032,0
2501020033,0
2501020034,0
2501020035,0
2501020036,0
2501020037,0
2501020038,0
2501020039,0
2501020040,0
2501020041,0
2501020042,0
2501020043,0
2501020044,0
2501020045,0
2501020046,0
2501020047,0
2501020048,0
2501020049,0
2501020050,0
2501020051,0
2501020052,0
2501020053,0
2501020054,0
2501020055,0
2501020056,0
2501020057,0
2501020058,0
2501020059,0
2501020060,0
2501020061,0
